0,0.083027,0.10247,0.097331,0.083617,0.080771,0.093636,0.025529,0.041174,0.034584,0.046022,0.059695,0.055282,0.065378,0.063965,0.14305,0.11676,0.11843,0.13308,0.021277,0.020644,0.019854,0.022434,0.023958,0.018901,0.019536,0.019617,0.029404,0.035329,0.05738,0.046268,0.079058,0.12744,0.14506,0.20153,0.186,0.17718,0.1703,0.17488,0.026875,0.025523,0.026718,0.031708,0.088127,0.15035,0.1576,0.15503,0.15231,0.14423,0.14077,0.086268,0.049133,0.050054,0.058232,0.055761,0.028799,0.051992,0.050004,0.059687,0.078321,0.12206,0.012827,0.011125,0.0076105,0.06255,0.070056,0.095222,0.13099,0.098927,0.12196,0.11686,0.089587,0.092244,0.18316,0.18703,0.0087163,0.0080444,0.011374,0.084985,0.033901,0.091444,0.051201,0.10274,0.056707,0.067695,0.075911,0.070061,0.10167,0.097037,0.10279,0.013208,0.1348,0.19019,0.18928,0.14569,0.1019,0.1466,0.15405,0.24182,0.032854,0.03557,0.017774,0.015751,0.013957,0.078086,0.15522,0.19174,0.20372,0.16225,0.17105,0.1576,0.13496,0.12902,0.15626,0.20018,0.187
0.083027,0,0.021008,0.016583,0.010376,0.0091191,0.013308,0.057812,0.042128,0.048674,0.037371,0.024397,0.028536,0.019192,0.020498,0.06013,0.03425,0.035898,0.050243,0.062163,0.062821,0.063639,0.060986,0.059387,0.064661,0.063977,0.063888,0.053876,0.047932,0.026457,0.037147,0.0094928,0.044725,0.06211,0.11851,0.10298,0.094153,0.087277,0.091855,0.05645,0.057787,0.056594,0.05154,0.010864,0.067372,0.074588,0.072036,0.069323,0.061309,0.05787,0.0091693,0.034358,0.03344,0.025584,0.027894,0.054494,0.031651,0.033552,0.024145,0.0095656,0.039498,0.094794,0.09279,0.088093,0.021612,0.015042,0.015256,0.048176,0.01792,0.039409,0.034517,0.011323,0.013376,0.10013,0.104,0.076457,0.077268,0.073066,0.0090799,0.049368,0.012706,0.032278,0.021339,0.026934,0.017145,0.0113,0.015394,0.020133,0.016427,0.021242,0.070832,0.051975,0.10716,0.10625,0.062763,0.020378,0.063676,0.07107,0.15879,0.050411,0.047681,0.065871,0.068064,0.070026,0.0098992,0.072231,0.10871,0.1207,0.079233,0.088026,0.074603,0.052129,0.046272,0.073264,0.11715,0.10397
0.10247,0.021008,0,0.010755,0.020687,0.023068,0.012835,0.077218,0.061399,0.068014,0.056567,0.043087,0.047416,0.037548,0.038924,0.041132,0.017231,0.018533,0.031631,0.081587,0.082247,0.083069,0.080404,0.078802,0.084091,0.083407,0.083317,0.073257,0.067265,0.045348,0.056327,0.024552,0.026542,0.043071,0.099066,0.083537,0.074726,0.067881,0.072436,0.07585,0.0772,0.075996,0.070907,0.016933,0.048181,0.055294,0.052767,0.050099,0.042281,0.038907,0.018201,0.053477,0.052567,0.044505,0.04693,0.07388,0.050657,0.052622,0.043075,0.025214,0.021646,0.11423,0.11223,0.10753,0.040286,0.033009,0.011873,0.029596,0.011033,0.021571,0.017419,0.0157,0.01407,0.080697,0.084559,0.095896,0.096708,0.092505,0.019382,0.068701,0.014682,0.051436,0.011791,0.046006,0.035306,0.027511,0.033051,0.0099667,0.011162,0.01059,0.09027,0.033146,0.087721,0.086814,0.043593,0.010302,0.044494,0.051796,0.13935,0.069767,0.067019,0.085306,0.087501,0.089465,0.025486,0.052977,0.089272,0.10126,0.059907,0.068625,0.055325,0.033305,0.027863,0.054009,0.097712,0.08453
0.097331,0.016583,0.010755,0,0.016312,0.018465,0.01024,0.072085,0.056292,0.062893,0.051472,0.038052,0.04236,0.032554,0.03392,0.046176,0.021505,0.022982,0.036546,0.076452,0.077112,0.077933,0.07527,0.073668,0.078956,0.078271,0.078182,0.068129,0.062144,0.040298,0.051231,0.019874,0.03137,0.048129,0.1042,0.088672,0.079855,0.073003,0.077564,0.070718,0.072066,0.070865,0.065781,0.013074,0.053263,0.060395,0.057862,0.055188,0.047334,0.043934,0.014053,0.048392,0.047482,0.039457,0.041867,0.06875,0.045583,0.04754,0.038031,0.020516,0.026248,0.1091,0.10709,0.1024,0.035268,0.028067,0.0099538,0.034507,0.011102,0.026211,0.021772,0.012343,0.0118,0.085831,0.089694,0.09076,0.091572,0.087369,0.015083,0.063578,0.012393,0.046354,0.013551,0.040947,0.030339,0.022685,0.028111,0.010477,0.010209,0.012258,0.085135,0.038112,0.092857,0.09195,0.048654,0.011262,0.049556,0.056885,0.14448,0.064643,0.061898,0.08017,0.082365,0.084329,0.020732,0.05807,0.094408,0.10639,0.065015,0.073749,0.060426,0.03827,0.03271,0.059106,0.10285,0.089665
0.083617,0.010376,0.020687,0.016312,0,0.010439,0.013848,0.058397,0.042741,0.04927,0.037999,0.025003,0.02913,0.019845,0.02111,0.059606,0.033983,0.035595,0.049782,0.06275,0.06341,0.064226,0.061573,0.059974,0.065249,0.064564,0.064476,0.054464,0.048526,0.02713,0.037769,0.010752,0.044337,0.061582,0.11792,0.10239,0.093564,0.086693,0.091268,0.057038,0.058375,0.057184,0.052132,0.010743,0.066811,0.074014,0.071464,0.068756,0.060776,0.057344,0.010264,0.03499,0.034087,0.026291,0.028615,0.05508,0.032245,0.034148,0.024936,0.011418,0.03907,0.095384,0.09338,0.088683,0.022343,0.016022,0.014739,0.047712,0.018321,0.039002,0.034145,0.011781,0.013584,0.099544,0.10341,0.077047,0.077858,0.073655,0.010262,0.049953,0.014047,0.032956,0.021936,0.027706,0.017863,0.011951,0.016,0.019963,0.016431,0.021328,0.071421,0.051456,0.10657,0.10566,0.062188,0.020353,0.063099,0.07049,0.1582,0.051003,0.04828,0.066459,0.068652,0.070615,0.011258,0.07166,0.10812,0.12011,0.078658,0.087441,0.07403,0.051615,0.045824,0.072694,0.11656,0.10338
0.080771,0.0091191,0.023068,0.018465,0.010439,0,0.015143,0.05557,0.039915,0.046449,0.035176,0.022268,0.026373,0.017181,0.018464,0.062368,0.036481,0.038128,0.052477,0.059914,0.060572,0.061387,0.058738,0.05714,0.062409,0.061725,0.061637,0.051641,0.045708,0.024323,0.034953,0.0089674,0.046963,0.064351,0.12076,0.10523,0.096409,0.089534,0.094112,0.054209,0.055543,0.054349,0.049308,0.01172,0.069617,0.076839,0.074285,0.071569,0.063547,0.060107,0.010233,0.032174,0.031259,0.023454,0.025752,0.052257,0.029474,0.031372,0.022038,0.008937,0.041708,0.092537,0.090533,0.085836,0.019536,0.013249,0.016924,0.050411,0.019965,0.04163,0.036729,0.012729,0.014965,0.10239,0.10625,0.0742,0.075011,0.070809,0.0095532,0.047142,0.014662,0.030093,0.023613,0.024811,0.015233,0.010104,0.013612,0.022204,0.018349,0.02338,0.068576,0.054208,0.10942,0.10851,0.064999,0.022472,0.065913,0.073316,0.16105,0.048181,0.045457,0.063617,0.065809,0.067771,0.0091259,0.074478,0.11097,0.12295,0.081486,0.090282,0.076852,0.054363,0.048508,0.075513,0.11941,0.10622
0.093636,0.013308,0.012835,0.01024,0.013848,0.015143,0,0.068396,0.052628,0.059216,0.047814,0.03444,0.038735,0.02896,0.030331,0.049669,0.024353,0.025953,0.039909,0.072759,0.073418,0.074239,0.071578,0.069977,0.075262,0.074577,0.074488,0.064444,0.058469,0.036653,0.047576,0.01644,0.034563,0.051638,0.1079,0.092367,0.083545,0.076679,0.08125,0.067029,0.068375,0.067176,0.062098,0.010966,0.056844,0.064022,0.06148,0.058785,0.050851,0.047434,0.011142,0.044742,0.043829,0.035808,0.03821,0.065064,0.041937,0.043891,0.034353,0.016945,0.029429,0.1054,0.1034,0.098701,0.03163,0.024451,0.010455,0.037865,0.011192,0.029392,0.024733,0.010492,0.010895,0.089526,0.09339,0.087065,0.087876,0.083673,0.01203,0.059902,0.010522,0.042689,0.014021,0.037265,0.026745,0.019269,0.02459,0.011844,0.010299,0.013172,0.081439,0.041588,0.096553,0.095645,0.052251,0.012372,0.053162,0.060524,0.14818,0.060962,0.058221,0.076475,0.078669,0.080634,0.017308,0.061684,0.098104,0.11009,0.068658,0.077426,0.064045,0.041745,0.036037,0.062712,0.10654,0.093359
0.025529,0.057812,0.077218,0.072085,0.058397,0.05557,0.068396,0,0.016976,0.011205,0.02147,0.034696,0.030382,0.040309,0.038914,0.1178,0.091506,0.093184,0.10783,0.0079616,0.0083889,0.008735,0.0075856,0.007085,0.0094333,0.0089841,0.0088843,0.0081517,0.011989,0.032433,0.021745,0.05386,0.10219,0.11981,0.17628,0.16075,0.15193,0.14505,0.14963,0.0071024,0.0069661,0.0074205,0.0092948,0.062894,0.1251,0.13235,0.12978,0.12706,0.11898,0.11552,0.061043,0.024449,0.025338,0.033305,0.030874,0.0075773,0.027245,0.025328,0.034745,0.053133,0.096804,0.03706,0.035074,0.030457,0.037531,0.044933,0.069978,0.10574,0.07368,0.096714,0.091608,0.064347,0.067,0.15791,0.16177,0.019265,0.020022,0.01618,0.059764,0.010651,0.066208,0.026487,0.077491,0.031894,0.042597,0.050735,0.044931,0.076419,0.071791,0.077545,0.014139,0.10955,0.16494,0.16403,0.12043,0.076651,0.12135,0.12879,0.21656,0.010148,0.012208,0.010342,0.011944,0.013591,0.052896,0.12997,0.16649,0.17847,0.137,0.1458,0.13235,0.10971,0.10377,0.13101,0.17493,0.16174
0.041174,0.042128,0.061399,0.056292,0.042741,0.039915,0.052628,0.016976,0,0.0096534,0.0086525,0.019537,0.015598,0.024951,0.0236,0.10193,0.075647,0.077325,0.091962,0.020949,0.021609,0.022347,0.019831,0.018383,0.023303,0.022648,0.022565,0.013673,0.0093752,0.017525,0.0090615,0.038249,0.086322,0.10394,0.16041,0.14488,0.13606,0.12918,0.13376,0.015798,0.016952,0.015911,0.011864,0.047183,0.10923,0.11647,0.11391,0.11119,0.10311,0.09965,0.04533,0.010872,0.011417,0.018295,0.016004,0.013986,0.013112,0.011735,0.019668,0.037525,0.080937,0.05289,0.050888,0.046203,0.022278,0.029446,0.054203,0.089865,0.057882,0.080845,0.075744,0.048611,0.051233,0.14204,0.1459,0.0347,0.035495,0.031382,0.044065,0.010253,0.050481,0.012209,0.06168,0.017187,0.027181,0.035142,0.029438,0.060609,0.056004,0.061724,0.029201,0.093683,0.14907,0.14816,0.10456,0.06082,0.10548,0.11292,0.20069,0.0111,0.0093978,0.024454,0.026537,0.028438,0.037257,0.1141,0.15062,0.1626,0.12113,0.12993,0.11648,0.093838,0.087899,0.11514,0.15906,0.14587
0.034584,0.048674,0.068014,0.062893,0.04927,0.046449,0.059216,0.011205,0.0096534,0,0.013307,0.025792,0.02162,0.031331,0.029951,0.10858,0.08229,0.083968,0.098615,0.014812,0.015447,0.016107,0.013801,0.012489,0.017032,0.016404,0.016323,0.0088522,0.0075564,0.023624,0.013653,0.04476,0.092974,0.11059,0.16706,0.15153,0.14271,0.13583,0.14041,0.010268,0.011215,0.010457,0.0077691,0.053742,0.11588,0.12313,0.12057,0.11784,0.10977,0.1063,0.051891,0.01609,0.016888,0.02449,0.022096,0.008939,0.018726,0.016981,0.025913,0.044036,0.087587,0.046245,0.044247,0.039582,0.028603,0.035898,0.060793,0.096518,0.064484,0.087496,0.082391,0.055179,0.057815,0.14869,0.15256,0.02816,0.028949,0.024887,0.05062,0.0070775,0.057044,0.017941,0.068288,0.023255,0.033592,0.041646,0.035889,0.067218,0.062598,0.068339,0.022731,0.10034,0.15572,0.15481,0.11122,0.067439,0.11213,0.11958,0.20735,0.0076472,0.0076364,0.018139,0.020147,0.022007,0.043783,0.12075,0.15727,0.16926,0.12778,0.13658,0.12314,0.10049,0.094551,0.1218,0.16571,0.15253
0.046022,0.037371,0.056567,0.051472,0.037999,0.035176,0.047814,0.02147,0.0086525,0.013307,0,0.015265,0.011756,0.020456,0.019153,0.097062,0.07079,0.072467,0.087095,0.025581,0.026236,0.027004,0.024441,0.022933,0.027984,0.027317,0.027237,0.017897,0.012822,0.013491,0.0078274,0.033539,0.081455,0.099069,0.15554,0.14001,0.13119,0.12431,0.12889,0.0202,0.021438,0.020311,0.015831,0.042402,0.10436,0.1116,0.10904,0.10632,0.098243,0.09478,0.040553,0.0084345,0.0086816,0.014201,0.012133,0.018347,0.0099991,0.009263,0.015478,0.032828,0.076074,0.057759,0.055756,0.051065,0.017906,0.024838,0.049396,0.084996,0.05306,0.075979,0.070886,0.043832,0.046448,0.13717,0.14103,0.039518,0.040316,0.036177,0.039291,0.013996,0.04571,0.0091194,0.05686,0.013446,0.022636,0.030439,0.024822,0.05578,0.05119,0.056895,0.033982,0.088814,0.1442,0.14329,0.099694,0.055993,0.10061,0.10805,0.19582,0.014915,0.012697,0.029144,0.03127,0.033187,0.032523,0.10923,0.14575,0.15773,0.11626,0.12506,0.11161,0.088969,0.083032,0.11027,0.15419,0.141
0.059695,0.024397,0.043087,0.038052,0.025003,0.022268,0.03444,0.034696,0.019537,0.025792,0.015265,0,0.0088747,0.0099446,0.0092666,0.083369,0.057173,0.058841,0.073418,0.038979,0.039628,0.040433,0.037816,0.036244,0.041439,0.040761,0.040677,0.030852,0.025103,0.0084242,0.015141,0.020816,0.067796,0.085371,0.14184,0.12631,0.11749,0.11061,0.11519,0.03336,0.034669,0.033484,0.028581,0.029203,0.090657,0.097904,0.095343,0.092618,0.084547,0.081088,0.027396,0.012864,0.012101,0.0082487,0.0086471,0.031441,0.011113,0.012492,0.0084004,0.020177,0.06244,0.071459,0.069455,0.064758,0.0087368,0.013076,0.036049,0.071321,0.039652,0.062334,0.057283,0.030679,0.033278,0.12347,0.12733,0.053142,0.053947,0.04977,0.026154,0.026501,0.032663,0.01112,0.043483,0.009107,0.011473,0.017825,0.013,0.042293,0.037811,0.043429,0.047548,0.075133,0.1305,0.12959,0.085997,0.042526,0.086912,0.094354,0.18212,0.027507,0.024882,0.042628,0.044799,0.046739,0.01973,0.095531,0.13205,0.14403,0.10256,0.11136,0.097912,0.075289,0.069368,0.096573,0.14049,0.1273
0.055282,0.028536,0.047416,0.04236,0.02913,0.026373,0.038735,0.030382,0.015598,0.02162,0.011756,0.0088747,0,0.012797,0.011768,0.087782,0.061558,0.063229,0.077824,0.03463,0.03528,0.036079,0.033472,0.031912,0.037077,0.036402,0.036319,0.026589,0.020949,0.0084737,0.011727,0.024837,0.072196,0.089786,0.14626,0.13073,0.1219,0.11503,0.11961,0.029059,0.030356,0.02918,0.024361,0.033423,0.095074,0.10232,0.09976,0.097034,0.088962,0.085501,0.031607,0.0099522,0.0093793,0.0087539,0.0080734,0.02715,0.0089516,0.0098322,0.0095916,0.024174,0.06683,0.067042,0.065038,0.060342,0.010897,0.016631,0.040329,0.075727,0.043958,0.066729,0.06166,0.034887,0.037489,0.12789,0.13175,0.048741,0.049542,0.045375,0.030357,0.022327,0.036834,0.0087406,0.047779,0.0091416,0.014688,0.021787,0.016554,0.046627,0.042104,0.047754,0.043161,0.07954,0.13491,0.13401,0.090412,0.046845,0.091327,0.09877,0.18654,0.02331,0.020751,0.038257,0.040419,0.04235,0.023786,0.099948,0.13646,0.14845,0.10698,0.11578,0.10233,0.079696,0.073769,0.10099,0.1449,0.13172
0.065378,0.019192,0.037548,0.032554,0.019845,0.017181,0.02896,0.040309,0.024951,0.031331,0.020456,0.0099446,0.012797,0,0.0081827,0.077696,0.051555,0.053219,0.067759,0.044608,0.045258,0.046067,0.043439,0.04186,0.047079,0.046399,0.046312,0.036431,0.030616,0.011273,0.020277,0.015713,0.062153,0.079692,0.13616,0.12063,0.1118,0.10493,0.1095,0.038968,0.040281,0.03909,0.034146,0.023865,0.084976,0.09222,0.089659,0.086935,0.078874,0.075419,0.022064,0.017727,0.016836,0.010304,0.012048,0.03703,0.015463,0.017094,0.009487,0.015156,0.056817,0.077144,0.07514,0.070443,0.0082181,0.0091812,0.030589,0.065667,0.034149,0.056706,0.051683,0.025259,0.02786,0.11778,0.12165,0.058817,0.059624,0.055437,0.020874,0.032048,0.027234,0.015663,0.037915,0.011535,0.008267,0.013038,0.0092832,0.036745,0.032316,0.037881,0.05321,0.069474,0.12481,0.1239,0.080323,0.037025,0.081237,0.088672,0.17644,0.033054,0.030381,0.048274,0.050454,0.052401,0.014823,0.089848,0.12636,0.13835,0.096874,0.10567,0.092228,0.06963,0.06372,0.090889,0.1348,0.12162
